datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,24.340,0.124,0.300,14.200,124.914,14.200,5.930,-3.310,-12.750,-28.530,14.570,-6.182,-0.515,0.035,0.083,0.860,2.639,0.734,-0.471,-9.868,-1.621,0.210,0.722,0.854,0.767,37.330,70.585,96.148,0.003,0.010,-0.115,8.606,9.784,47.016,47.016,0.010,1.001,1.000,0.978,0.945,0.984,0.047,-0.151,-0.260,-0.291,0.089,0.264,0.493,1.168,1.422,1.026,1.010,592.070,588.880,588.880,588.880,576.750,582.710,584.120,584.670,0.526,1.559,0.327,-0.422,0.273,1.440,1.357,1.035,-0.045,-0.009,-0.169,1
2010-06-02 10:00:00,24.648,0.126,0.200,92.850,126.507,92.850,12.480,8.310,-3.770,-22.530,21.260,-6.168,-0.351,0.727,0.169,1.909,3.507,2.185,-0.252,-9.875,-1.672,0.416,0.769,0.877,0.777,66.712,95.759,93.866,0.012,0.016,-0.111,8.672,9.808,65.205,65.205,0.021,1.002,1.001,0.979,0.945,0.984,0.200,-0.117,-0.242,-0.283,0.087,0.303,0.591,1.318,1.453,1.050,1.019,597.030,597.030,597.030,597.030,576.750,583.010,584.120,584.910,1.152,1.983,1.244,-0.189,0.419,1.155,1.188,1.016,-0.010,-0.225,-0.241,1
2010-06-02 10:30:00,24.755,0.126,-0.100,139.750,127.062,139.750,13.250,11.280,-1.210,-20.210,15.160,-6.141,-0.152,1.598,0.311,2.206,1.864,2.560,-0.188,-9.880,-1.723,0.426,0.835,0.910,0.790,78.014,98.397,97.674,0.025,0.025,-0.105,8.778,9.852,76.211,76.211,0.023,1.003,1.003,0.979,0.945,0.983,0.356,-0.077,-0.218,-0.272,0.085,0.315,0.640,1.278,1.481,1.065,1.023,599.830,599.830,599.830,599.830,576.750,583.920,584.120,593.420,1.366,1.842,1.324,-0.107,0.449,1.182,0.966,0.895,-0.008,-0.191,-0.237,1
2010-06-02 11:00:00,24.831,0.127,0.100,159.700,127.451,159.700,16.330,14.060,-1.170,-18.140,16.180,-6.109,0.044,1.770,0.508,2.781,0.480,2.906,-0.185,-9.882,-1.774,0.422,0.894,0.941,0.801,81.072,100.000,100.000,0.034,0.035,-0.097,8.896,9.902,82.252,82.252,0.028,1.005,1.004,0.980,0.945,0.983,0.392,-0.039,-0.197,-0.261,0.081,0.180,0.684,1.188,1.483,1.070,1.024,600.840,600.840,600.840,600.840,576.750,583.920,584.670,596.630,1.456,0.350,1.333,-0.121,0.415,1.332,1.149,0.936,-0.055,-0.043,-0.039,0
2010-06-02 11:30:00,24.826,0.127,-0.100,178.950,127.427,178.950,14.480,13.650,-0.870,-14.710,14.400,-6.076,0.261,1.744,0.732,2.389,-0.169,2.827,-0.176,-9.881,-1.823,0.414,0.958,0.976,0.818,83.591,97.881,96.989,0.060,0.043,-0.088,9.031,9.962,86.389,86.389,0.025,1.007,1.006,0.980,0.945,0.983,0.412,0.008,-0.176,-0.249,0.077,0.107,0.697,1.162,1.492,1.076,1.024,601.610,601.610,601.610,601.610,576.750,584.120,584.670,598.650,1.166,-0.181,1.314,-0.136,0.462,1.581,1.307,1.027,0.275,-0.225,-0.246,0
2010-06-02 12:00:00,24.807,0.126,0.100,189.900,127.327,189.900,14.370,13.120,-1.340,-12.490,14.780,-6.047,0.452,1.583,0.956,2.570,-0.682,2.743,-0.186,-9.878,-1.873,0.422,1.003,1.002,0.830,79.526,93.121,90.223,0.075,0.052,-0.077,9.166,10.022,88.862,88.862,0.025,1.010,1.008,0.981,0.945,0.983,0.406,0.043,-0.158,-0.234,0.074,0.084,0.609,1.144,1.498,1.080,1.015,601.610,601.610,601.610,601.610,576.750,584.120,584.910,599.610,1.480,-0.585,1.245,-0.132,0.399,1.166,1.165,0.875,0.233,-0.049,-0.062,0
2010-06-02 12:30:00,24.843,0.127,0.100,199.750,127.516,199.750,15.370,14.900,-0.090,-13.350,15.800,-6.012,0.658,1.350,1.159,2.586,-0.440,2.958,-0.154,-9.873,-1.921,0.419,1.051,1.030,0.845,82.870,97.037,95.788,0.104,0.061,-0.066,9.298,10.082,90.818,90.818,0.026,1.012,1.010,0.981,0.945,0.983,0.396,0.089,-0.140,-0.219,0.071,0.058,0.515,1.166,1.480,1.082,1.011,601.610,601.610,601.610,601.150,576.750,584.120,593.420,599.610,1.450,-0.484,1.290,-0.080,0.436,1.245,1.146,0.903,0.243,-0.059,0.008,0
2010-06-02 13:00:00,24.817,0.127,0.100,211.350,127.378,211.350,13.890,13.650,-1.760,-13.490,13.680,-5.978,0.856,1.223,1.118,2.393,-0.491,2.785,-0.193,-9.866,-1.969,0.421,1.091,1.056,0.857,81.312,95.213,93.196,0.138,0.069,-0.054,9.428,10.141,92.229,92.229,0.024,1.011,1.011,0.981,0.945,0.983,0.402,0.134,-0.121,-0.204,0.068,0.060,0.329,1.161,1.512,1.083,0.994,601.610,601.610,601.610,601.390,576.750,584.120,596.630,600.140,1.451,-0.397,1.272,-0.141,0.442,1.075,1.022,0.834,0.215,-0.072,-0.039,0
2010-06-02 13:30:00,24.795,0.126,-0.000,220.150,127.266,220.150,12.760,15.560,-5.300,-13.420,12.270,-5.940,1.044,0.985,0.974,2.301,-0.765,3.027,-0.276,-9.856,-2.016,0.428,1.118,1.075,0.868,81.101,93.095,90.185,0.175,0.076,-0.041,9.556,10.199,93.262,93.262,0.022,1.010,1.012,0.982,0.945,0.983,0.378,0.181,-0.108,-0.189,0.065,0.058,0.229,1.145,1.497,1.071,0.992,601.610,601.610,601.610,601.390,576.750,584.120,598.650,599.560,1.287,-0.765,1.140,-0.267,0.432,0.958,1.165,0.905,0.614,0.165,0.100,0
2010-06-02 14:00:00,24.719,0.126,0.000,235.250,126.878,235.250,11.820,14.020,-4.690,-15.680,5.220,-5.903,1.210,0.626,0.783,2.066,-0.944,2.817,-0.260,-9.844,-2.063,0.439,1.124,1.090,0.875,78.215,85.640,79.588,0.214,0.083,-0.027,9.682,10.258,94.014,94.014,0.020,1.008,1.014,0.982,0.945,0.983,0.340,0.234,-0.095,-0.176,0.060,0.069,0.219,1.120,1.500,1.074,0.994,601.610,601.610,601.610,601.390,576.750,584.120,597.840,597.840,1.306,-0.832,1.240,-0.238,0.477,0.886,1.056,0.759,0.619,0.320,0.240,0
