datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,47.710,0.334,0.100,33.500,63.640,67.000,0.170,0.170,0.790,0.950,0.630,-5.064,-0.227,-0.829,-0.357,-0.243,-1.903,0.030,-0.823,0.153,-0.119,0.375,2.297,2.000,2.081,68.276,45.882,96.970,0.084,0.190,0.077,0.409,0.451,51.562,51.562,-0.011,0.996,1.009,0.955,0.961,1.030,-0.086,-0.016,-0.421,-0.157,0.018,0.317,0.565,0.849,1.130,0.961,0.718,-14.950,-15.400,-15.400,-15.400,-15.800,-15.730,-15.650,-15.650,-0.246,-1.816,0.134,-0.762,0.364,2.430,2.005,2.063,0.247,0.208,0.088,0
2010-06-02 10:00:00,47.743,0.334,-0.100,59.600,63.681,119.200,0.240,-0.080,0.820,1.080,0.500,-5.057,-0.306,-0.972,-0.398,-0.046,0.279,0.420,-0.847,0.155,-0.117,0.334,2.303,2.002,2.082,65.517,41.176,84.848,0.083,0.189,0.076,0.408,0.451,58.776,58.776,-0.015,0.996,1.008,0.955,0.960,1.030,-0.199,-0.038,-0.430,-0.174,0.012,0.161,0.598,0.820,1.102,0.955,0.715,-14.950,-15.400,-15.400,-15.400,-15.800,-15.730,-15.650,-15.470,-0.061,0.513,0.628,-0.742,0.461,1.763,1.579,1.879,-0.139,0.246,0.015,0
2010-06-02 10:30:00,47.795,0.335,-0.100,79.500,63.764,159.000,0.280,-0.250,0.830,1.100,0.560,-5.041,-0.394,-0.774,-0.417,-0.108,1.099,0.689,-0.852,0.156,-0.116,0.330,2.310,2.004,2.083,65.287,40.784,83.513,0.076,0.188,0.076,0.406,0.450,64.915,64.915,-0.018,0.996,1.006,0.956,0.960,1.030,-0.249,-0.056,-0.437,-0.190,0.005,0.072,0.583,0.792,1.086,0.952,0.712,-14.950,-15.400,-15.400,-15.420,-15.800,-15.710,-15.650,-15.470,-0.104,0.951,0.651,-0.795,0.274,1.920,1.641,2.039,0.186,0.589,0.211,0
2010-06-02 11:00:00,47.835,0.335,-0.100,97.200,63.805,194.400,0.220,-0.400,0.880,1.020,0.650,-5.004,-0.468,-0.641,-0.450,-0.090,1.090,0.929,-0.893,0.157,-0.114,0.332,2.304,2.006,2.083,64.828,40.000,80.645,0.065,0.187,0.074,0.405,0.448,69.361,69.361,-0.014,0.996,1.005,0.956,0.959,1.029,-0.246,-0.048,-0.446,-0.203,-0.002,0.061,0.574,0.791,1.057,0.951,0.711,-14.950,-15.400,-15.400,-15.420,-15.800,-15.710,-15.650,-15.470,-0.055,0.983,0.749,-0.871,0.352,1.559,1.664,1.998,-0.684,0.171,-0.127,0
2010-06-02 11:30:00,48.057,0.337,0.000,161.700,64.135,323.400,0.110,-0.470,0.800,0.920,0.640,-4.955,-0.503,-0.281,-0.417,-0.015,1.691,1.033,-0.819,0.159,-0.113,0.363,2.260,2.006,2.083,59.540,30.980,46.051,0.054,0.195,0.072,0.403,0.447,71.863,71.863,-0.007,0.996,1.004,0.957,0.959,1.029,-0.192,-0.005,-0.455,-0.214,-0.007,0.127,0.547,0.830,1.055,0.953,0.712,-14.950,-15.400,-15.400,-15.420,-15.800,-15.650,-15.650,-15.540,-0.018,1.175,0.801,-0.825,0.319,1.520,1.763,2.007,-0.329,0.234,-0.094,0
2010-06-02 12:00:00,48.031,0.336,0.000,178.500,64.094,357.000,0.060,-0.450,0.750,0.980,0.630,-4.905,-0.505,0.014,-0.373,-0.021,1.166,0.993,-0.774,0.160,-0.112,0.348,2.217,2.006,2.081,59.770,31.373,46.667,0.040,0.201,0.071,0.400,0.446,73.167,73.167,-0.004,0.996,1.003,0.958,0.959,1.029,-0.117,0.043,-0.459,-0.224,-0.011,0.131,0.367,0.800,1.045,0.953,0.711,-14.950,-15.400,-15.400,-15.510,-15.800,-15.650,-15.540,-15.540,-0.045,1.075,0.841,-0.729,0.334,1.285,1.764,1.958,-0.343,0.119,0.092,0
2010-06-02 12:30:00,48.018,0.336,0.200,196.100,64.053,392.200,0.090,-0.510,0.780,0.970,0.640,-4.854,-0.523,-0.014,-0.225,-0.028,-0.062,1.086,-0.799,0.162,-0.110,0.348,2.158,2.005,2.081,62.069,35.294,60.000,0.024,0.210,0.069,0.398,0.444,74.922,74.922,-0.006,0.998,1.002,0.958,0.958,1.028,-0.099,0.095,-0.466,-0.235,-0.015,0.058,0.272,0.786,1.027,0.954,0.711,-14.950,-15.400,-15.420,-15.490,-15.800,-15.650,-15.540,-15.540,-0.027,-0.079,0.882,-0.737,0.465,1.654,2.251,2.247,0.044,0.306,0.089,0
2010-06-02 13:00:00,48.096,0.337,-0.100,244.500,64.177,489.000,0.060,-0.530,0.730,0.960,0.460,-4.798,-0.505,0.102,-0.084,0.103,0.422,1.109,-0.752,0.163,-0.109,0.359,2.075,2.005,2.081,58.391,29.020,38.667,0.006,0.212,0.067,0.396,0.442,75.510,75.510,-0.004,0.999,1.001,0.959,0.958,1.028,-0.077,0.164,-0.468,-0.245,-0.018,0.109,0.304,0.802,1.022,0.957,0.713,-14.950,-15.400,-15.420,-15.490,-15.800,-15.650,-15.570,-15.570,0.083,0.310,0.883,-0.647,0.286,1.616,2.174,2.282,0.050,0.304,0.220,0
2010-06-02 13:30:00,48.077,0.337,0.000,265.600,64.135,531.200,0.030,-0.540,0.830,0.820,0.550,-4.738,-0.479,0.235,0.037,0.373,0.331,1.117,-0.837,0.164,-0.107,0.356,1.969,2.004,2.081,59.310,30.952,44.000,-0.013,0.218,0.066,0.393,0.441,75.957,75.957,-0.002,1.000,1.000,0.960,0.958,1.028,-0.033,0.241,-0.470,-0.253,-0.020,0.120,0.321,0.773,1.017,0.949,0.709,-14.960,-15.400,-15.420,-15.540,-15.800,-15.650,-15.570,-15.570,0.369,0.360,0.836,-0.729,0.368,1.681,2.380,2.222,-0.282,0.146,-0.003,0
2010-06-02 14:00:00,48.057,0.337,0.000,277.500,64.135,555.000,0.030,-0.470,0.780,0.930,0.550,-4.684,-0.469,0.219,0.169,0.317,-0.040,0.994,-0.792,0.165,-0.106,0.347,1.879,2.004,2.081,59.080,30.556,42.667,-0.035,0.215,0.065,0.391,0.439,76.951,76.951,-0.002,1.002,0.999,0.961,0.957,1.028,-0.045,0.305,-0.472,-0.259,-0.022,0.060,0.326,0.747,1.006,0.943,0.708,-14.960,-15.400,-15.490,-15.530,-15.800,-15.650,-15.570,-15.550,0.375,-0.002,0.877,-0.689,0.346,1.391,2.284,2.173,-0.121,0.230,0.098,1
2010-06-02 14:30:00,48.142,0.337,-0.000,325.300,64.218,650.600,-0.020,-0.460,0.810,0.810,0.440,-4.635,-0.442,0.259,0.202,0.397,0.355,0.970,-0.815,0.167,-0.104,0.347,1.794,2.003,2.081,57.241,27.381,32.000,-0.066,0.227,0.064,0.389,0.438,77.248,77.248,0.001,1.002,0.999,0.961,0.957,1.027,-0.044,0.368,-0.476,-0.264,-0.024,0.108,0.297,0.757,0.991,0.944,0.707,-14.960,-15.400,-15.490,-15.510,-15.800,-15.650,-15.580,-15.580,0.528,0.281,0.787,-0.664,0.330,1.305,2.379,2.174,-0.226,0.201,0.103,0
2010-06-02 15:00:00,48.371,0.339,0.100,436.100,64.548,872.200,0.010,-0.670,0.650,0.790,0.410,-4.572,-0.391,0.472,0.281,0.664,1.291,1.302,-0.670,0.168,-0.103,0.348,1.676,2.001,2.081,49.834,21.285,9.333,-0.119,0.236,0.061,0.387,0.436,75.730,75.730,-0.001,1.003,0.998,0.962,0.957,1.027,0.000,0.445,-0.480,-0.266,-0.026,0.269,0.436,0.807,0.990,0.945,0.710,-14.970,-15.400,-15.490,-15.510,-15.800,-15.640,-15.640,-15.640,0.956,1.507,0.947,-0.598,0.448,1.632,2.614,2.305,-0.232,0.007,-0.023,1
2010-06-02 15:30:00,48.482,0.340,0.300,540.000,64.672,1080.000,-0.240,-0.670,0.460,0.710,0.400,-4.506,-0.267,0.623,0.315,0.736,1.367,1.291,-0.497,0.169,-0.101,0.215,1.547,2.006,2.083,42.017,19.753,4.167,-0.191,0.218,0.058,0.384,0.435,65.684,65.684,0.016,1.003,0.999,0.963,0.956,1.027,0.110,0.539,-0.464,-0.260,-0.027,0.409,0.654,0.727,0.977,0.939,0.711,-14.990,-15.400,-15.510,-15.580,-15.800,-15.670,-15.670,-15.670,0.932,1.395,0.956,-0.458,0.159,1.542,2.489,2.190,-0.174,0.229,0.112,0
2010-06-03 09:30:00,48.803,0.342,0.100,110.800,65.126,221.600,-0.360,-0.710,0.270,0.600,0.120,-4.468,-0.168,0.799,0.334,0.893,2.183,1.345,-0.320,0.170,-0.101,0.267,1.504,2.014,2.086,31.653,4.810,0.000,-0.194,0.216,0.056,0.384,0.435,57.983,57.983,0.023,1.003,0.999,0.963,0.956,1.027,0.194,0.588,-0.452,-0.256,-0.025,0.426,0.646,0.786,0.978,0.942,0.713,-15.080,-15.420,-15.510,-15.610,-15.800,-15.780,-15.780,-15.780,1.302,1.647,1.063,-0.249,0.334,1.853,2.179,2.138,-0.187,0.040,0.100,0
2010-06-03 10:00:00,49.032,0.343,-0.000,201.900,65.415,403.800,-0.420,-0.710,0.250,0.640,0.310,-4.398,0.044,1.259,0.431,0.855,2.655,1.334,-0.299,0.171,-0.099,0.304,1.488,2.030,2.092,24.011,0.000,0.000,-0.208,0.210,0.055,0.385,0.434,45.644,45.644,0.027,1.004,1.000,0.964,0.956,1.027,0.341,0.657,-0.427,-0.246,-0.023,0.361,0.685,0.877,0.977,0.946,0.713,-15.080,-15.420,-15.510,-15.620,-15.850,-15.850,-15.850,-15.850,0.738,1.882,1.059,-0.279,0.351,1.849,1.866,1.997,-0.633,0.071,0.022,0
2010-06-03 10:30:00,48.901,0.343,-0.100,248.000,65.250,496.000,-0.360,-0.660,0.260,0.470,0.260,-4.328,0.250,1.444,0.539,0.574,-0.444,1.251,-0.306,0.172,-0.098,0.310,1.480,2.045,2.098,22.321,4.167,6.977,-0.226,0.202,0.054,0.385,0.434,37.261,37.261,0.023,1.005,1.002,0.965,0.956,1.026,0.390,0.718,-0.398,-0.232,-0.021,0.207,0.711,0.915,0.978,0.947,0.711,-15.130,-15.420,-15.510,-15.800,-15.850,-15.850,-15.850,-15.850,0.319,-0.459,1.091,-0.300,0.250,2.052,1.838,2.093,-0.268,0.415,0.213,0
2010-06-03 11:00:00,48.914,0.343,-0.000,276.800,65.250,553.600,-0.350,-0.620,0.200,0.480,0.370,-4.266,0.442,1.176,0.635,0.700,-1.345,1.183,-0.249,0.173,-0.096,0.316,1.491,2.056,2.102,18.925,6.019,11.396,-0.234,0.192,0.053,0.386,0.434,31.402,31.402,0.023,1.006,1.003,0.966,0.956,1.026,0.374,0.748,-0.367,-0.219,-0.020,0.111,0.705,0.942,0.968,0.945,0.710,-15.130,-15.490,-15.560,-15.780,-15.850,-15.850,-15.850,-15.830,0.355,-0.887,1.054,-0.229,0.289,1.747,1.787,2.057,-0.657,-0.011,-0.127,0
