datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,62.236,0.115,0.300,10.850,71.820,54.250,-0.390,5.120,4.460,8.810,7.750,4.108,7.585,-1.203,-0.542,0.054,-0.221,0.939,0.505,0.514,-1.484,0.495,2.308,2.465,2.477,82.081,80.336,14.167,0.510,0.268,0.270,2.381,2.326,90.722,90.722,-0.005,0.995,1.047,1.044,1.013,0.919,-0.138,1.782,0.681,0.715,0.309,0.220,0.507,0.829,1.321,0.989,0.975,73.920,73.920,73.390,72.860,65.190,71.920,71.920,71.920,0.009,0.114,0.857,0.754,0.539,1.987,2.209,2.826,0.318,0.188,0.082,0
2010-06-02 10:00:00,62.275,0.115,-0.000,22.550,71.870,112.750,-1.500,6.240,4.640,8.220,8.510,4.241,7.368,-1.073,-0.576,0.188,1.397,1.264,0.537,0.530,-1.473,0.344,2.349,2.469,2.478,83.855,82.283,22.745,0.505,0.269,0.270,2.375,2.323,84.349,84.349,-0.020,0.994,1.044,1.045,1.013,0.919,-0.224,1.715,0.677,0.703,0.300,0.136,0.564,0.755,1.302,0.985,0.966,73.920,73.910,73.390,72.400,65.190,71.920,71.920,72.030,0.161,1.443,1.067,0.801,0.428,2.295,2.165,2.767,0.693,0.408,0.233,0
2010-06-02 10:30:00,62.339,0.115,-0.000,33.400,71.939,167.000,-1.300,6.430,4.840,7.970,8.270,4.386,7.143,-0.753,-0.596,0.142,1.037,1.309,0.574,0.545,-1.463,0.346,2.392,2.469,2.474,84.690,83.200,29.415,0.498,0.272,0.271,2.367,2.320,78.172,78.172,-0.018,0.994,1.041,1.046,1.014,0.920,-0.297,1.662,0.678,0.688,0.292,0.078,0.563,0.691,1.307,0.981,0.956,73.920,73.700,73.250,72.460,65.190,71.920,71.920,72.200,0.097,1.024,1.085,0.912,0.303,2.290,2.150,2.563,0.719,0.325,0.189,0
2010-06-02 11:00:00,62.662,0.115,0.000,51.350,72.317,256.750,-0.750,7.410,5.110,8.560,8.530,4.550,6.968,-0.472,-0.585,0.293,1.873,1.588,0.619,0.560,-1.453,0.357,2.410,2.464,2.468,87.822,86.636,49.000,0.499,0.274,0.272,2.357,2.315,74.104,74.104,-0.010,0.994,1.038,1.048,1.014,0.920,-0.257,1.643,0.683,0.677,0.284,0.101,0.533,0.687,1.297,0.980,0.954,73.920,73.610,72.940,72.830,65.190,71.920,71.920,72.260,0.250,1.048,1.114,0.915,0.369,2.111,2.294,2.501,0.719,0.267,0.166,0
2010-06-02 11:30:00,62.623,0.115,0.100,59.250,72.267,296.250,-0.480,7.490,5.150,8.570,8.310,4.722,6.818,-0.156,-0.482,0.143,1.266,1.601,0.630,0.576,-1.443,0.361,2.360,2.460,2.460,87.648,86.289,52.350,0.512,0.277,0.274,2.346,2.310,71.056,71.056,-0.007,0.995,1.035,1.049,1.015,0.921,-0.185,1.675,0.688,0.667,0.277,0.095,0.464,0.667,1.289,0.980,0.950,73.920,73.480,72.860,72.830,65.330,71.920,71.920,72.380,0.086,1.141,1.125,0.943,0.384,1.887,2.547,2.404,0.728,0.218,0.276,0
2010-06-02 12:00:00,62.711,0.115,0.100,64.700,72.376,323.500,-0.250,7.270,5.500,8.700,8.160,4.890,6.696,0.012,-0.337,0.073,0.419,1.516,0.693,0.591,-1.433,0.357,2.317,2.455,2.453,88.657,86.940,58.547,0.528,0.280,0.275,2.333,2.304,69.057,69.057,-0.003,0.997,1.033,1.050,1.015,0.922,-0.132,1.705,0.695,0.659,0.271,0.053,0.336,0.623,1.283,0.980,0.947,73.920,73.480,72.890,72.890,65.630,71.920,72.030,72.660,-0.012,0.245,1.198,0.999,0.303,1.717,2.439,2.330,0.745,0.346,0.301,0
2010-06-02 12:30:00,62.682,0.115,0.000,75.350,72.336,376.750,-0.630,6.950,5.280,8.650,7.740,5.056,6.577,0.170,-0.117,0.011,0.380,1.406,0.659,0.607,-1.422,0.361,2.275,2.452,2.448,88.796,87.037,59.791,0.545,0.283,0.278,2.321,2.298,67.162,67.162,-0.009,0.999,1.031,1.051,1.016,0.922,-0.099,1.735,0.700,0.649,0.264,0.064,0.255,0.624,1.276,0.980,0.946,73.920,73.450,72.990,72.990,65.640,71.920,72.200,72.660,-0.050,0.397,1.194,0.931,0.443,2.057,2.677,2.448,0.745,0.337,0.298,0
2010-06-02 13:00:00,62.692,0.115,0.000,79.500,72.346,397.500,-0.240,6.960,5.380,8.770,8.370,5.219,6.465,0.296,0.050,0.027,0.091,1.397,0.680,0.623,-1.412,0.353,2.221,2.447,2.446,88.900,87.158,63.719,0.564,0.285,0.281,2.308,2.291,65.490,65.490,-0.003,1.000,1.029,1.052,1.016,0.923,-0.089,1.770,0.706,0.639,0.259,0.061,0.234,0.604,1.275,0.981,0.944,73.920,73.390,72.990,72.990,65.640,71.920,72.260,72.840,-0.037,0.003,1.232,0.980,0.328,2.093,2.751,2.555,0.753,0.352,0.413,0
2010-06-02 13:30:00,62.564,0.115,-0.000,83.350,72.207,416.750,-0.350,6.780,5.360,8.890,8.030,5.383,6.367,0.232,0.164,0.097,-0.209,1.334,0.682,0.638,-1.401,0.350,2.150,2.444,2.443,87.543,85.322,54.875,0.584,0.289,0.286,2.294,2.285,64.197,64.197,-0.005,1.002,1.027,1.053,1.017,0.924,-0.072,1.814,0.712,0.632,0.255,0.035,0.218,0.572,1.278,0.977,0.937,73.920,73.390,72.990,72.930,65.790,71.920,72.380,72.720,0.034,-0.119,1.153,0.943,0.357,2.083,2.648,2.393,0.766,0.367,0.338,0
2010-06-02 14:00:00,62.555,0.115,0.000,85.900,72.187,429.500,-0.150,6.440,5.580,8.560,8.100,5.541,6.241,0.152,0.242,0.034,-0.261,1.221,0.725,0.654,-1.391,0.328,2.108,2.435,2.440,87.161,84.470,67.774,0.605,0.293,0.291,2.279,2.277,61.842,61.842,-0.002,1.002,1.025,1.055,1.017,0.924,-0.085,1.841,0.723,0.625,0.250,0.032,0.171,0.508,1.275,0.972,0.933,73.920,72.990,72.990,72.830,66.000,71.920,72.660,72.660,-0.034,-0.219,1.210,1.003,0.309,1.972,2.389,2.199,0.792,0.399,0.387,0
