datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,106.422,0.678,-0.000,10.700,96.467,10.700,0.870,3.290,4.770,-13.140,-12.830,-4.594,1.063,-0.009,0.021,-0.217,-0.373,1.009,0.283,-3.645,-0.550,0.202,1.406,1.819,1.673,86.163,79.985,67.583,0.204,0.224,0.091,5.497,5.925,76.232,76.232,0.003,1.000,1.009,0.988,0.952,0.994,0.150,-0.016,-0.048,-0.174,0.047,0.275,0.476,0.926,1.301,1.061,0.913,255.100,253.930,253.750,253.560,246.090,252.040,252.260,252.260,-0.806,0.063,0.525,0.675,0.122,1.187,1.565,1.663,0.415,0.193,-0.097,1
2010-06-02 10:00:00,106.566,0.678,0.000,36.200,96.600,36.200,0.760,4.710,4.460,-11.950,-13.700,-4.557,1.078,0.076,0.018,0.006,0.523,1.209,0.265,-3.637,-0.567,0.173,1.396,1.780,1.655,87.102,81.502,62.807,0.211,0.230,0.092,5.441,5.894,77.382,77.382,0.003,1.000,1.009,0.989,0.952,0.994,0.093,0.011,-0.011,-0.171,0.036,0.136,0.512,0.896,1.282,1.052,0.909,255.100,254.140,254.140,254.140,246.090,252.240,252.260,253.110,-0.284,0.563,0.750,0.505,0.178,1.150,1.604,1.498,0.435,0.197,0.038,1
2010-06-02 10:30:00,106.438,0.678,0.000,43.800,96.482,43.800,-0.320,5.840,3.530,-10.700,-15.680,-4.520,1.078,0.056,-0.004,-0.009,-0.130,1.374,0.205,-3.629,-0.584,0.160,1.362,1.754,1.634,85.338,78.653,48.759,0.222,0.238,0.095,5.385,5.862,77.527,77.527,-0.001,1.000,1.009,0.989,0.952,0.994,0.043,0.051,0.017,-0.169,0.024,0.060,0.564,0.799,1.255,1.048,0.905,255.100,254.140,254.140,254.140,246.090,252.260,252.260,253.150,-0.222,0.422,0.799,0.405,0.149,0.991,1.609,1.490,0.102,0.198,0.080,0
2010-06-02 11:00:00,106.486,0.678,0.000,48.500,96.528,48.500,-0.660,6.610,3.070,-10.110,-15.400,-4.476,1.055,-0.028,0.001,0.196,-0.374,1.486,0.177,-3.620,-0.601,0.151,1.307,1.737,1.616,85.613,79.097,50.887,0.235,0.245,0.098,5.329,5.830,75.924,75.924,-0.003,1.000,1.009,0.990,0.952,0.993,-0.000,0.096,0.038,-0.166,0.011,0.026,0.592,0.687,1.248,1.048,0.902,255.100,254.140,254.140,253.340,246.090,252.260,252.260,252.960,-0.024,-0.219,0.881,0.402,0.213,0.847,1.585,1.402,0.447,0.391,0.277,0
2010-06-02 11:30:00,106.375,0.677,-0.100,53.900,96.425,53.900,-0.210,6.490,2.260,-9.680,-12.300,-4.430,1.039,0.000,0.014,0.023,-0.237,1.464,0.126,-3.611,-0.618,0.156,1.237,1.726,1.595,85.361,77.956,48.936,0.250,0.254,0.101,5.275,5.798,74.990,74.990,-0.001,1.000,1.008,0.990,0.952,0.993,-0.018,0.147,0.054,-0.165,0.000,0.023,0.519,0.645,1.242,1.046,0.899,255.100,254.140,254.140,253.720,246.390,252.260,252.260,252.960,-0.141,-0.160,0.905,0.297,0.150,0.700,1.479,1.321,0.428,0.387,0.230,0
2010-06-02 12:00:00,106.757,0.680,0.000,66.900,96.776,66.900,0.870,7.370,4.290,-8.720,-13.160,-4.384,1.029,0.038,0.033,0.259,1.536,1.591,0.263,-3.602,-0.634,0.173,1.163,1.714,1.575,88.774,83.659,75.355,0.269,0.263,0.106,5.221,5.767,74.135,74.135,0.003,1.000,1.008,0.991,0.952,0.993,-0.005,0.198,0.072,-0.166,-0.010,0.046,0.290,0.596,1.246,1.047,0.895,255.100,254.140,254.140,253.920,246.390,252.260,252.740,252.740,0.015,0.886,0.944,0.435,0.175,0.647,1.470,1.362,1.000,0.701,0.371,1
2010-06-02 12:30:00,107.761,0.686,0.400,153.600,97.687,153.600,3.140,9.800,7.020,-7.320,-9.720,-4.329,1.080,0.305,0.081,0.745,4.839,1.952,0.447,-3.592,-0.650,0.230,1.091,1.704,1.554,99.496,99.962,100.000,0.294,0.276,0.113,5.182,5.744,77.340,77.340,0.012,1.001,1.008,0.991,0.953,0.993,0.069,0.259,0.096,-0.165,-0.018,0.213,0.305,0.679,1.269,1.058,0.895,256.310,256.310,256.310,256.310,246.430,252.260,252.740,252.740,0.314,2.018,1.041,0.562,0.291,0.544,1.868,1.612,1.000,0.689,0.356,0
2010-06-02 13:00:00,107.745,0.686,0.000,204.500,97.671,204.500,3.020,9.220,6.710,-7.280,-8.470,-4.270,1.160,0.810,0.163,0.616,1.864,1.854,0.427,-3.582,-0.666,0.263,1.025,1.696,1.532,97.307,95.809,90.380,0.323,0.291,0.121,5.171,5.734,81.120,81.120,0.012,1.002,1.008,0.992,0.953,0.992,0.169,0.325,0.122,-0.164,-0.025,0.275,0.336,0.725,1.273,1.065,0.894,256.730,256.730,256.730,256.730,246.470,252.260,252.740,254.030,0.269,1.854,1.016,0.544,0.292,0.691,1.694,1.458,0.675,0.496,0.282,0
2010-06-02 13:30:00,107.649,0.685,-0.000,215.700,97.587,215.700,2.720,9.270,6.150,-6.450,-9.110,-4.212,1.231,0.930,0.261,0.768,-0.702,1.856,0.391,-3.571,-0.682,0.265,0.961,1.689,1.513,96.285,94.217,86.726,0.357,0.306,0.130,5.160,5.723,83.729,83.729,0.011,1.003,1.009,0.993,0.953,0.992,0.192,0.384,0.146,-0.163,-0.032,0.127,0.350,0.713,1.283,1.066,0.883,256.730,256.730,256.730,256.730,246.470,252.260,252.740,256.010,0.415,-0.494,1.107,0.565,0.282,0.733,1.914,1.508,0.602,0.450,0.192,0
2010-06-02 14:00:00,107.761,0.686,-0.000,237.800,97.687,237.800,2.870,7.100,6.940,-6.190,-10.340,-4.160,1.306,0.841,0.382,0.861,-0.408,1.505,0.446,-3.560,-0.698,0.265,0.915,1.682,1.500,98.268,97.303,93.811,0.394,0.322,0.140,5.149,5.713,85.980,85.980,0.011,1.004,1.009,0.993,0.953,0.992,0.187,0.435,0.171,-0.161,-0.037,0.069,0.390,0.711,1.274,1.069,0.882,256.730,256.730,256.730,256.620,246.470,252.260,252.740,256.010,0.386,-0.476,1.017,0.602,0.249,0.823,1.979,1.547,0.211,0.224,-0.039,0
2010-06-02 14:30:00,107.665,0.685,-0.000,253.800,97.603,253.800,2.920,6.610,5.800,-5.240,-11.460,-4.116,1.381,0.752,0.472,1.100,-0.417,1.424,0.370,-3.548,-0.713,0.267,0.882,1.681,1.489,96.452,94.477,87.323,0.437,0.339,0.151,5.138,5.704,87.750,87.750,0.012,1.005,1.009,0.994,0.954,0.992,0.190,0.479,0.187,-0.156,-0.043,0.081,0.423,0.699,1.266,1.070,0.879,256.730,256.730,256.730,256.620,246.470,252.260,252.740,255.930,0.533,-0.338,0.943,0.576,0.246,0.906,2.096,1.640,0.204,0.205,0.005,0
2010-06-02 15:00:00,108.239,0.689,-0.000,305.900,98.121,305.900,3.890,8.620,7.960,-2.860,-11.370,-4.062,1.478,0.747,0.595,1.404,0.562,1.728,0.518,-3.535,-0.728,0.279,0.858,1.683,1.483,99.603,99.399,98.745,0.485,0.356,0.163,5.135,5.697,89.560,89.560,0.015,1.006,1.010,0.994,0.954,0.992,0.211,0.526,0.206,-0.145,-0.046,0.154,0.539,0.652,1.280,1.075,0.874,257.570,257.570,257.570,257.570,246.470,252.260,254.030,255.930,0.741,0.406,1.047,0.936,0.306,1.239,1.981,1.673,0.670,0.343,0.197,0
2010-06-02 15:30:00,108.845,0.693,0.200,422.500,98.674,422.500,5.710,9.870,9.490,1.800,-16.730,-4.002,1.614,0.984,0.637,1.512,1.869,1.907,0.623,-3.521,-0.743,0.280,0.837,1.686,1.485,99.924,99.888,99.761,0.538,0.377,0.178,5.143,5.697,91.451,91.451,0.023,1.006,1.011,0.995,0.954,0.992,0.281,0.583,0.232,-0.128,-0.052,0.405,0.645,0.602,1.319,1.091,0.864,258.900,258.900,258.900,258.900,246.470,252.740,255.930,256.240,0.802,1.117,1.092,0.941,0.315,1.199,1.893,1.525,0.238,0.104,0.177,0
2010-06-03 09:30:00,107.952,0.687,-0.100,68.300,97.870,68.300,3.680,8.370,3.180,1.230,-21.820,-3.974,1.665,0.958,0.592,0.840,-0.809,1.673,0.197,-3.514,-0.750,0.304,0.829,1.683,1.485,88.717,83.534,66.775,0.540,0.376,0.180,5.151,5.699,91.980,91.980,0.015,1.006,1.011,0.995,0.954,0.992,0.285,0.601,0.228,-0.119,-0.055,0.426,0.589,0.638,1.330,1.093,0.860,258.900,258.900,258.900,258.900,246.470,252.740,255.930,256.790,0.659,-0.474,1.304,0.298,0.330,1.178,1.486,1.688,0.720,0.202,0.009,0
2010-06-03 10:00:00,107.904,0.687,-0.100,135.400,97.831,135.400,3.230,9.840,4.450,2.410,-20.410,-3.911,1.761,0.729,0.540,0.710,-1.816,1.891,0.285,-3.500,-0.765,0.314,0.819,1.681,1.487,88.791,83.642,66.991,0.548,0.375,0.182,5.167,5.703,92.887,92.887,0.013,1.005,1.012,0.996,0.955,0.992,0.247,0.634,0.226,-0.098,-0.058,0.332,0.640,0.696,1.335,1.096,0.859,258.900,258.900,258.900,258.900,246.470,252.740,255.930,256.500,0.704,-1.586,1.369,0.486,0.319,0.993,1.602,1.523,0.733,0.216,0.016,0
2010-06-03 10:30:00,107.538,0.685,-0.000,196.800,97.500,196.800,2.670,8.770,4.270,3.460,-18.150,-3.848,1.841,0.344,0.441,0.360,-1.126,1.706,0.276,-3.485,-0.779,0.333,0.806,1.681,1.488,83.315,75.650,50.866,0.561,0.374,0.181,5.183,5.706,93.559,93.559,0.011,1.004,1.012,0.996,0.955,0.992,0.202,0.661,0.228,-0.078,-0.061,0.238,0.657,0.768,1.347,1.102,0.856,258.900,258.900,258.900,257.780,246.470,252.740,255.820,255.820,0.462,-0.892,1.408,0.506,0.385,0.957,1.623,1.488,0.389,0.227,0.068,0
2010-06-03 11:00:00,107.474,0.684,-0.200,214.400,97.443,214.400,2.400,9.200,3.460,3.230,-19.640,-3.787,1.916,0.032,0.330,0.224,-1.078,1.758,0.224,-3.469,-0.793,0.335,0.803,1.682,1.488,83.572,76.026,51.623,0.567,0.374,0.180,5.199,5.710,94.127,94.127,0.009,1.003,1.013,0.997,0.955,0.991,0.182,0.679,0.230,-0.058,-0.062,0.143,0.638,0.791,1.346,1.102,0.853,258.900,258.900,258.900,256.960,246.470,252.740,255.670,255.670,0.303,-0.983,1.405,0.482,0.313,0.784,1.592,1.392,0.730,0.415,0.269,0
