datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,7.088,0.039,0.100,50.800,47.868,50.800,0.910,4.960,5.970,9.000,20.570,16.121,7.033,0.660,0.227,0.456,1.464,0.728,0.414,2.064,2.915,0.372,1.434,2.270,2.430,99.845,99.791,98.990,0.794,0.570,0.324,1.787,1.864,99.378,99.378,0.014,1.002,1.037,1.041,1.134,1.212,0.246,1.715,0.797,0.902,0.639,0.271,0.527,0.980,1.266,1.038,1.190,64.340,64.340,64.340,64.340,57.920,62.980,63.310,63.410,0.227,1.550,0.884,0.546,0.348,1.431,2.267,2.263,0.661,0.397,0.346,1
2010-06-02 10:00:00,7.074,0.039,-0.100,149.400,47.772,149.400,0.650,5.880,5.210,8.010,20.330,16.231,7.054,0.934,0.333,0.473,0.214,0.997,0.231,2.070,2.920,0.349,1.427,2.268,2.428,99.192,98.910,94.853,0.794,0.574,0.326,1.780,1.860,99.415,99.415,0.010,1.003,1.036,1.042,1.134,1.212,0.215,1.704,0.809,0.879,0.638,0.163,0.551,0.948,1.279,1.026,1.158,64.340,64.340,64.340,64.340,57.920,62.980,63.310,63.850,0.313,0.387,1.039,0.360,0.344,1.572,2.215,2.345,1.000,0.713,0.407,1
2010-06-02 10:30:00,7.066,0.039,0.100,205.800,47.712,205.800,0.500,5.910,5.110,7.890,20.690,16.341,7.050,0.821,0.433,0.404,-0.938,1.002,0.212,2.076,2.924,0.367,1.431,2.264,2.423,96.690,95.535,78.922,0.793,0.581,0.329,1.773,1.856,99.440,99.440,0.008,1.004,1.035,1.043,1.134,1.212,0.160,1.696,0.820,0.851,0.635,0.080,0.561,0.932,1.289,1.024,1.137,64.340,64.340,64.340,64.300,57.920,62.980,63.410,63.950,0.312,-0.802,1.075,0.431,0.288,1.562,1.979,2.176,1.000,0.703,0.538,1
2010-06-02 11:00:00,7.078,0.039,-0.100,259.000,47.802,259.000,0.740,6.220,5.020,8.200,20.510,16.460,7.055,0.657,0.524,0.304,-0.146,1.085,0.191,2.082,2.929,0.371,1.428,2.262,2.419,98.999,98.635,93.627,0.791,0.587,0.333,1.767,1.852,99.468,99.468,0.012,1.005,1.034,1.044,1.134,1.213,0.139,1.699,0.829,0.827,0.633,0.059,0.550,0.909,1.279,1.020,1.130,64.340,64.340,64.340,64.300,57.990,62.980,63.410,63.950,0.207,-0.327,0.918,0.381,0.390,1.376,2.171,2.144,1.000,0.709,0.509,1
2010-06-02 11:30:00,7.107,0.039,0.100,335.600,47.995,335.600,1.210,6.300,5.260,8.510,20.500,16.587,7.100,0.804,0.585,0.475,0.767,1.094,0.248,2.088,2.934,0.368,1.418,2.263,2.411,99.847,99.788,99.074,0.794,0.585,0.339,1.761,1.849,99.509,99.509,0.019,1.006,1.034,1.045,1.134,1.213,0.185,1.717,0.835,0.806,0.630,0.076,0.497,0.835,1.288,1.021,1.123,64.510,64.510,64.510,64.510,58.230,62.980,63.410,63.980,0.353,0.503,0.828,0.456,0.447,1.577,2.311,2.283,1.000,0.749,0.761,1
2010-06-02 12:00:00,7.130,0.039,-0.100,436.000,48.151,436.000,1.740,6.440,5.320,8.250,19.860,16.717,7.233,1.007,0.614,0.583,0.894,1.121,0.262,2.094,2.938,0.317,1.417,2.268,2.402,99.780,99.691,98.889,0.792,0.584,0.345,1.761,1.848,99.571,99.571,0.028,1.006,1.034,1.046,1.135,1.214,0.308,1.743,0.850,0.789,0.629,0.107,0.371,0.803,1.289,1.024,1.119,64.780,64.780,64.780,64.780,58.300,62.980,63.850,64.300,0.460,1.426,0.823,0.491,0.328,1.521,2.407,2.350,1.000,0.755,0.549,0
2010-06-02 12:30:00,7.113,0.039,0.100,480.400,48.040,480.400,1.300,6.160,5.330,8.120,19.880,16.846,7.351,1.016,0.565,0.525,-0.714,1.035,0.272,2.101,2.943,0.326,1.411,2.271,2.391,97.619,96.656,85.580,0.790,0.583,0.353,1.758,1.846,99.620,99.620,0.021,1.006,1.034,1.048,1.135,1.214,0.380,1.771,0.861,0.772,0.627,0.090,0.267,0.783,1.294,1.024,1.116,64.780,64.780,64.780,64.780,58.300,63.310,63.950,64.420,0.372,-0.370,0.816,0.551,0.263,1.550,2.517,2.444,1.000,0.614,0.430,0
2010-06-02 13:00:00,7.140,0.039,0.000,553.200,48.226,553.200,1.270,6.240,5.750,8.350,20.220,16.974,7.445,0.972,0.543,0.687,-0.498,1.044,0.377,2.108,2.948,0.322,1.403,2.274,2.382,98.739,98.240,92.798,0.789,0.582,0.361,1.755,1.844,99.658,99.658,0.020,1.005,1.034,1.049,1.135,1.215,0.348,1.795,0.875,0.755,0.627,0.075,0.260,0.762,1.295,1.023,1.108,64.930,64.930,64.930,64.930,58.300,63.310,63.950,64.530,0.514,-0.796,0.817,0.651,0.213,1.740,2.476,2.606,0.643,0.622,0.327,0
2010-06-02 13:30:00,7.124,0.039,0.100,572.800,48.114,572.800,1.340,6.220,5.560,8.350,19.870,17.105,7.538,0.859,0.547,0.631,-0.444,1.034,0.337,2.115,2.953,0.322,1.379,2.276,2.373,96.973,95.690,82.287,0.814,0.580,0.370,1.753,1.842,99.691,99.691,0.021,1.005,1.034,1.050,1.136,1.215,0.328,1.831,0.888,0.740,0.628,0.062,0.247,0.732,1.300,1.022,1.097,64.930,64.930,64.930,64.930,58.490,63.410,63.980,64.630,0.501,-0.334,0.802,0.575,0.351,1.376,2.477,2.564,1.000,0.624,0.453,0
2010-06-02 14:00:00,7.109,0.039,0.000,588.400,48.010,588.400,1.070,5.930,5.440,7.680,19.800,17.224,7.599,0.508,0.518,0.396,-1.703,0.946,0.314,2.122,2.958,0.333,1.353,2.276,2.361,95.640,93.611,73.465,0.844,0.579,0.380,1.749,1.839,99.714,99.714,0.017,1.005,1.034,1.051,1.136,1.216,0.292,1.861,0.896,0.722,0.630,0.025,0.237,0.692,1.294,1.019,1.091,64.930,64.930,64.930,64.830,58.650,63.410,64.300,64.520,0.294,-1.625,0.828,0.539,0.476,1.329,2.589,2.514,1.000,0.543,0.406,0
