datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,58.129,0.416,0.200,22.800,64.160,22.800,0.430,2.000,0.690,0.070,-0.240,-5.535,3.365,-0.269,-0.190,0.245,0.319,1.491,0.267,-0.820,-0.956,0.461,1.682,1.834,1.708,91.582,90.351,58.750,0.407,0.181,0.149,1.169,1.209,91.357,91.357,0.009,0.998,1.023,0.995,0.935,0.935,0.088,0.977,0.119,-0.024,0.041,0.243,0.439,0.917,1.601,1.137,1.013,46.800,46.800,46.530,46.530,43.380,46.000,46.000,46.000,0.115,0.536,1.411,0.363,0.479,1.728,2.104,1.719,0.309,0.169,-0.051,1
2010-06-02 10:00:00,58.215,0.416,0.000,52.400,64.270,52.400,-0.190,2.740,0.760,-0.040,0.040,-5.441,3.367,-0.003,-0.167,0.508,0.580,1.954,0.295,-0.815,-0.957,0.404,1.684,1.834,1.708,94.983,94.250,75.417,0.402,0.181,0.149,1.163,1.206,90.755,90.755,-0.004,0.998,1.022,0.996,0.935,0.935,0.071,0.958,0.122,-0.021,0.039,0.172,0.515,0.830,1.546,1.138,1.011,46.800,46.800,46.670,46.670,43.380,46.000,46.000,46.290,0.379,1.174,1.398,0.387,0.354,1.081,1.576,1.622,0.662,0.344,0.141,0
2010-06-02 10:30:00,58.517,0.418,-0.100,81.200,64.601,81.200,0.010,3.120,1.000,0.090,-0.010,-5.340,3.349,0.398,-0.041,0.720,1.190,2.173,0.386,-0.809,-0.958,0.386,1.688,1.831,1.708,99.162,99.041,96.098,0.395,0.183,0.150,1.158,1.203,90.215,90.215,0.000,1.000,1.021,0.997,0.935,0.935,0.018,0.946,0.130,-0.020,0.037,0.131,0.578,0.753,1.537,1.143,1.009,46.880,46.880,46.880,46.880,43.380,46.000,46.000,46.390,0.570,1.322,1.389,0.503,0.319,1.213,1.595,1.587,1.000,0.568,0.335,1
2010-06-02 11:00:00,58.517,0.418,0.300,93.600,64.601,93.600,0.040,3.360,0.930,0.350,0.070,-5.233,3.322,0.548,0.073,0.652,0.985,2.308,0.363,-0.804,-0.959,0.393,1.686,1.828,1.706,95.667,95.048,80.303,0.397,0.183,0.152,1.154,1.201,88.980,88.980,0.001,1.001,1.020,0.998,0.936,0.935,-0.010,0.947,0.137,-0.017,0.035,0.100,0.565,0.708,1.521,1.142,1.006,46.880,46.880,46.880,46.880,43.380,46.000,46.000,46.600,0.535,0.992,1.271,0.516,0.521,1.395,1.747,1.750,1.000,0.326,0.133,1
2010-06-02 11:30:00,58.473,0.418,0.000,104.400,64.546,104.400,0.140,3.290,1.000,0.310,0.110,-5.119,3.307,0.524,0.218,0.634,-0.146,2.232,0.393,-0.799,-0.959,0.394,1.649,1.827,1.704,97.250,96.783,87.500,0.414,0.185,0.154,1.149,1.198,88.527,88.527,0.003,1.002,1.019,0.999,0.936,0.935,-0.008,0.978,0.142,-0.015,0.034,0.060,0.568,0.667,1.511,1.139,1.003,46.880,46.880,46.880,46.810,43.520,46.000,46.000,46.600,0.573,-0.614,1.298,0.561,0.336,1.466,1.819,1.662,0.691,0.290,0.117,1
2010-06-02 12:00:00,58.387,0.417,0.200,118.400,64.463,118.400,0.500,2.980,1.150,0.240,0.010,-5.012,3.349,0.402,0.280,0.460,-0.614,2.006,0.454,-0.793,-0.960,0.313,1.620,1.825,1.704,93.917,92.758,72.348,0.441,0.192,0.160,1.145,1.195,89.377,89.377,0.011,1.003,1.018,1.000,0.936,0.935,0.061,1.013,0.155,-0.010,0.033,0.068,0.413,0.636,1.504,1.138,1.001,46.880,46.880,46.880,46.770,43.520,46.000,46.290,46.570,0.439,-1.012,1.332,0.613,0.285,1.344,1.652,1.691,0.695,0.288,0.121,1
2010-06-02 12:30:00,58.646,0.419,0.100,174.000,64.753,174.000,0.500,3.190,1.180,0.420,0.180,-4.901,3.430,0.535,0.382,0.683,0.415,2.109,0.466,-0.788,-0.961,0.366,1.596,1.827,1.704,94.418,93.426,78.869,0.474,0.201,0.167,1.145,1.195,90.661,90.661,0.011,1.004,1.018,1.001,0.936,0.935,0.160,1.053,0.169,-0.004,0.033,0.172,0.374,0.698,1.506,1.149,1.006,47.120,47.120,47.120,47.120,43.520,46.000,46.390,46.570,0.610,0.410,1.312,0.607,0.439,1.487,1.906,1.682,0.713,0.291,0.138,1
2010-06-02 13:00:00,58.689,0.420,-0.100,194.800,64.794,194.800,0.570,3.220,1.390,0.480,0.610,-4.787,3.509,0.843,0.443,0.490,0.737,2.101,0.549,-0.782,-0.961,0.370,1.539,1.828,1.706,96.619,96.019,87.202,0.509,0.211,0.176,1.144,1.194,91.735,91.735,0.012,1.004,1.018,1.002,0.936,0.935,0.202,1.109,0.184,0.002,0.033,0.188,0.350,0.706,1.496,1.151,1.007,47.120,47.120,47.120,47.120,43.520,46.000,46.570,46.850,0.420,0.955,1.369,0.697,0.386,1.563,1.963,1.786,0.721,0.298,0.154,1
2010-06-02 13:30:00,58.560,0.419,0.000,214.800,64.656,214.800,0.540,3.190,1.080,0.490,0.100,-4.673,3.574,0.673,0.402,0.727,-0.763,2.061,0.434,-0.776,-0.962,0.376,1.463,1.829,1.706,93.868,92.654,76.786,0.549,0.222,0.185,1.144,1.194,92.511,92.511,0.012,1.004,1.018,1.003,0.936,0.936,0.184,1.167,0.196,0.007,0.032,0.099,0.326,0.716,1.491,1.154,1.005,47.120,47.120,47.120,47.060,43.590,46.000,46.570,46.850,0.618,-0.751,1.311,0.564,0.470,1.587,2.058,1.795,0.709,0.359,0.271,1
2010-06-02 14:00:00,58.387,0.417,0.000,234.000,64.463,234.000,0.400,2.830,1.080,0.210,0.080,-4.568,3.621,0.414,0.386,0.628,-1.430,1.816,0.438,-0.770,-0.962,0.379,1.416,1.827,1.706,91.431,89.122,67.560,0.594,0.234,0.195,1.143,1.193,93.071,93.071,0.009,1.004,1.017,1.004,0.937,0.936,0.150,1.208,0.210,0.012,0.030,0.099,0.353,0.705,1.467,1.156,1.005,47.120,47.120,47.120,46.920,43.780,46.000,46.570,46.710,0.606,-1.320,1.369,0.655,0.311,1.514,1.925,1.701,0.705,0.264,0.229,0
