datetime,F0,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y
2010-06-02 09:30:00,81.513,0.056,0.100,5.850,93.278,58.500,1.120,3.770,5.720,9.190,30.800,11.646,4.862,0.230,0.212,-0.138,-1.462,0.734,-0.051,2.150,4.858,0.374,0.869,1.365,1.321,93.707,89.035,61.410,0.877,0.557,0.509,1.733,1.763,97.024,97.024,0.012,1.002,1.022,1.038,1.099,1.259,0.206,1.369,0.572,0.517,0.720,0.238,0.546,0.898,1.566,1.067,0.836,91.600,91.600,91.600,91.600,86.280,90.440,90.650,90.960,-0.299,-1.220,0.740,0.145,0.340,1.200,1.363,1.482,0.690,0.593,0.470,1
2010-06-02 10:00:00,81.521,0.056,0.000,8.900,93.288,89.000,0.230,4.760,5.710,8.970,31.090,11.684,4.825,0.053,0.255,0.065,-0.173,1.119,-0.050,2.156,4.858,0.271,0.847,1.358,1.321,93.815,89.223,50.575,0.876,0.559,0.508,1.724,1.758,97.075,97.075,0.003,1.003,1.021,1.038,1.099,1.259,0.112,1.321,0.582,0.515,0.714,0.121,0.615,0.788,1.528,1.065,0.833,91.600,91.600,91.600,91.040,86.280,90.440,90.910,90.960,-0.069,-0.075,1.081,0.210,0.272,0.513,1.152,1.364,1.000,0.629,0.554,1
2010-06-02 10:30:00,81.568,0.057,-0.000,16.750,93.339,167.500,0.210,4.390,5.710,8.600,30.980,11.724,4.806,0.089,0.205,0.119,0.030,0.963,-0.048,2.163,4.858,0.268,0.817,1.348,1.320,94.858,91.040,58.908,0.876,0.561,0.506,1.715,1.753,97.174,97.174,0.002,1.002,1.021,1.038,1.099,1.259,0.054,1.275,0.595,0.515,0.709,0.036,0.512,0.749,1.526,1.066,0.829,91.600,91.600,91.600,91.200,86.280,90.440,90.960,91.000,-0.010,0.078,1.130,0.317,0.246,0.458,1.298,1.268,1.000,0.809,0.681,1
2010-06-02 11:00:00,81.728,0.057,0.200,31.250,93.524,312.500,0.450,4.730,5.630,9.160,30.780,11.764,4.773,0.127,0.159,0.209,0.494,1.086,-0.061,2.169,4.858,0.265,0.785,1.342,1.320,94.534,90.476,56.322,0.874,0.564,0.504,1.706,1.749,97.163,97.163,0.005,1.002,1.020,1.039,1.099,1.259,0.056,1.227,0.604,0.514,0.703,0.076,0.484,0.729,1.526,1.069,0.828,91.600,91.600,91.600,91.270,86.280,90.440,90.890,90.890,0.067,0.397,1.249,0.252,0.322,0.353,1.484,1.415,1.000,0.795,0.482,1
2010-06-02 11:30:00,81.608,0.057,0.000,65.200,93.391,652.000,0.190,4.390,5.640,9.210,30.710,11.803,4.740,0.139,0.107,-0.190,0.032,0.947,-0.056,2.176,4.858,0.270,0.774,1.338,1.319,95.218,91.667,61.782,0.873,0.569,0.503,1.698,1.744,97.227,97.227,0.002,1.001,1.019,1.039,1.099,1.260,0.042,1.190,0.611,0.512,0.697,0.161,0.495,0.746,1.521,1.076,0.830,91.600,91.600,91.600,91.320,86.280,90.440,90.890,90.890,-0.240,0.025,1.165,0.271,0.274,0.676,1.334,1.446,1.000,0.784,0.488,1
2010-06-02 12:00:00,81.644,0.057,0.000,72.750,93.432,727.500,0.740,4.810,5.720,9.230,30.960,11.844,4.720,0.102,0.039,0.152,-0.396,1.105,-0.040,2.183,4.858,0.256,0.762,1.334,1.319,95.038,91.304,59.330,0.872,0.574,0.502,1.689,1.739,97.333,97.333,0.008,1.000,1.019,1.040,1.099,1.260,0.055,1.157,0.619,0.512,0.694,0.143,0.353,0.733,1.501,1.078,0.829,91.600,91.600,91.320,91.320,86.310,90.530,90.890,91.010,0.031,-0.484,1.213,0.308,0.197,0.488,1.602,1.567,1.000,0.598,0.374,1
2010-06-02 12:30:00,81.688,0.057,0.000,80.250,93.483,802.500,0.670,4.870,5.790,9.240,31.080,11.891,4.724,0.057,0.021,0.165,0.021,1.119,-0.026,2.190,4.858,0.248,0.751,1.329,1.318,95.649,92.317,61.103,0.871,0.580,0.500,1.679,1.734,97.508,97.508,0.007,1.000,1.019,1.040,1.099,1.260,0.091,1.132,0.630,0.513,0.691,0.053,0.261,0.718,1.505,1.079,0.825,91.600,91.600,91.320,91.290,86.350,90.570,90.890,91.010,0.043,-0.037,1.250,0.250,0.272,0.473,1.447,1.415,1.000,0.598,0.374,1
2010-06-02 13:00:00,81.529,0.056,-0.100,83.650,93.298,836.500,0.390,4.700,5.920,8.950,31.010,11.934,4.716,0.041,0.002,0.005,-0.706,1.046,0.001,2.197,4.858,0.252,0.739,1.319,1.317,94.462,90.182,45.390,0.870,0.587,0.499,1.668,1.728,97.648,97.648,0.004,1.000,1.018,1.041,1.099,1.260,0.106,1.105,0.644,0.513,0.687,0.039,0.267,0.707,1.502,1.075,0.825,91.600,91.600,91.320,91.290,86.410,90.660,90.890,91.050,-0.092,-0.427,1.222,0.266,0.245,0.548,1.324,1.262,1.000,0.784,0.721,1
2010-06-02 13:30:00,81.549,0.057,-0.000,85.350,93.329,853.500,-0.410,4.410,5.970,9.050,30.730,11.974,4.670,-0.050,-0.021,0.012,-0.673,0.923,0.011,2.204,4.858,0.221,0.741,1.312,1.317,94.498,89.168,28.169,0.864,0.592,0.495,1.654,1.721,96.755,96.755,-0.004,1.000,1.018,1.041,1.099,1.261,0.059,1.076,0.653,0.511,0.686,0.021,0.287,0.614,1.485,1.072,0.823,91.600,91.600,91.320,91.290,87.270,90.890,90.890,91.050,-0.090,-0.518,1.056,0.299,0.212,0.905,1.325,1.262,0.751,0.636,0.501,0
2010-06-02 14:00:00,81.688,0.057,0.200,89.850,93.483,898.500,0.030,3.710,6.330,8.850,30.670,11.997,4.602,-0.066,-0.011,0.192,0.689,0.642,0.074,2.211,4.858,0.194,0.744,1.303,1.317,95.182,89.390,37.089,0.850,0.593,0.489,1.639,1.712,95.626,95.626,0.000,1.000,1.017,1.041,1.099,1.261,0.003,1.041,0.661,0.509,0.684,0.028,0.267,0.586,1.428,1.072,0.821,91.600,91.600,91.320,91.230,87.390,90.890,91.010,91.050,0.062,0.860,0.944,0.414,0.191,1.054,1.169,1.110,1.000,0.778,0.572,1
